event_id,start_year,end_year,date_display,era,event_name,event_kind,region_culture,location,peoples_factions,named_figures,historical_summary,possible_gameplay_hooks,likely_household_effects,severity_1_to_5,date_precision,canon_status,source_url_1,source_url_2,research_notes,event_category,game_scope,affected_systems,implementation_priority,research_confidence,research_pass
GENS-HIST-0547,496,496,AD 496,Eastern Renewal,Kavad I deposed and imprisoned in Sasanian Persia,Great Power Succession / Court Coup,Sasanian,Sasanian Persia,Sasanian nobility; royal court,Kavad I; Zamasp,Opposition among Sasanian elites removed Kavad I from the throne and replaced him with his brother Zamasp.,Foreign succession shock; treaty uncertainty; merchant credit hesitation.,Diplomacy; trade; politics,4,exact,research_addition,https://www.iranicaonline.org/articles/kavad-i-reign/,,,Conflict & Security,Imperial,Politics & Patronage; Economy & Finance; Legal & Court,High,High,v3
GENS-HIST-0548,498,498,AD 498,Eastern Renewal,Anastasius reforms copper coinage,Economy / Monetary Reform,Roman / Greek East,Eastern Roman Empire,Imperial mints; merchants; taxpayers,Anastasius I,"Anastasius introduced a clearer system of large copper denominations, including the follis, improving low-value monetary exchange.",Coin exchange; market repricing; mint demand; easier small transactions.,Currency; markets; wages; taxes,4,exact,research_addition,https://www.worldhistory.org/Anastasios_I/,,,Economy & Trade,Regional,Economy & Finance,High,High,v2
GENS-HIST-0549,498,498,AD 498,Eastern Renewal,Chrysargyron business tax abolished,Economy / Tax Reform,Roman / Greek East,Eastern Roman Empire,Merchants; artisans; service workers; imperial treasury,Anastasius I,"Anastasius abolished the unpopular chrysargyron, a periodic tax on commercial and occupational activity.",Merchant celebration; treasury shortfall; tax-policy change; workshop expansion.,Taxes; commerce; urban economy; household businesses,4,exact,research_addition,https://www.worldhistory.org/Anastasios_I/,,,Economy & Trade,Regional,Economy & Finance; Settlement & Demographics,High,High,v2
GENS-HIST-0550,499,499,c. AD 499,Eastern Renewal,Kavad I restored with Hephthalite support,Great Power Succession / Restoration,Sasanian / Central Asian,Sasanian Persia,Kavad faction; Hephthalites; Sasanian nobility,Kavad I; Zamasp,Kavad escaped exile and regained the Sasanian throne with outside military backing.,Foreign regime restoration; debt to allies; treaty renegotiation; frontier mobilization.,Diplomacy; trade; security,4,approximate,research_addition,https://www.iranicaonline.org/articles/kavad-i-reign/,,,Politics & Government,Imperial,Politics & Patronage; Economy & Finance; Military & Security,High,High,v3
GENS-HIST-0551,502,506,AD 502–506,Eastern Renewal,Anastasian War with Sasanian Persia,War / Great Power,Roman / Sasanian,Mesopotamia and Syrian frontier,Eastern Roman Empire; Sasanian Persia,Anastasius I; Kavadh I,"Renewed Roman-Sasanian war devastated frontier districts, including the capture of Amida, before peace in AD 506.",Siege damage; tax remission; troop billeting; refugee movement; frontier reconstruction.,Security; taxes; population; trade; construction,5,range,research_addition,https://www.cambridge.org/core/journals/byzantine-and-modern-greek-studies/article/abs/war-and-society-in-rural-syria-c-502613-ad-observations-on-the-epigraphy1/9F243CC1600B3DB4B2B09C2902BE10B8,,,Conflict & Security,Regional,Economy & Finance; Military & Security; Settlement & Demographics; Construction & Estates,Critical,High,v2
GENS-HIST-0552,505,507,AD 505–507,Eastern Renewal,Fortress-city of Dara constructed,Infrastructure / Frontier,Roman / Mesopotamian,Dara / Anastasiopolis,Eastern Roman military administration; frontier communities,Anastasius I,"After the Anastasian War, the empire constructed the major fortified frontier base at Dara opposite Persian territory.",Fortification contracts; forced labor/recruitment; merchant settlement; garrison economy.,Construction; trade; security; migration,4,range,research_addition,https://www.worldhistory.org/Anastasios_I/,https://www.cambridge.org/core/journals/byzantine-and-modern-greek-studies/article/abs/war-and-society-in-rural-syria-c-502613-ad-observations-on-the-epigraphy1/9F243CC1600B3DB4B2B09C2902BE10B8,,Infrastructure & Settlement,Regional,Economy & Finance; Military & Security; Settlement & Demographics; Construction & Estates,High,High,v2
GENS-HIST-0553,507,507,AD 507,Eastern Renewal,Battle of Vouillé,War / Successor Kingdom,Gallic / Frankish / Visigothic,Near Poitiers,Franks; Visigoths,Clovis I; Alaric II,Frankish victory broke Visigothic power in most of Gaul.,Regional regime change; refugees; land redistribution.,Politics; land; security,4,exact,research_addition,https://82nd-and-fifth.metmuseum.org/toah/ht/05/euw.html,,,Conflict & Security,Regional,Politics & Patronage; Military & Security; Settlement & Demographics; Construction & Estates,High,High,v1
GENS-HIST-0554,511,511,AD 511,Eastern Renewal,Clovis dies; Frankish kingdom partitioned among his sons,Dynastic Succession / Partition,Frankish / Gallic,Frankish Gaul,Merovingian dynasty; Gallo-Roman elites,Clovis I; Theuderic I; Chlodomer; Childebert I; Chlothar I,"After Clovis's death, Frankish territories were divided among his sons according to dynastic practice.",Multiple neighboring courts; inheritance-style partition; local allegiance changes.,Politics; diplomacy; land; patronage,4,exact,research_addition,https://en.wikisource.org/wiki/1911_Encyclop%C3%A6dia_Britannica/Clovis,,,Politics & Government,Regional,Politics & Patronage; Legal & Court; Settlement & Demographics; Construction & Estates; Culture & Education,High,High,v3
GENS-HIST-0555,512,512,AD 512,Eastern Renewal,Trisagion riots shake Constantinople,Religion / Urban Revolt,Roman / Christian,Constantinople,Chalcedonian populace; imperial religious policy,Anastasius I,A proposed liturgical formula associated with the emperor's anti-Chalcedonian sympathies helped trigger major urban rioting and a threat to Anastasius's throne.,Church faction mobilizes crowd; house barricades; emperor appears publicly; rival claimant rumor.,Piety; public order; politics; household safety,5,exact,research_addition,https://www.worldhistory.org/Anastasios_I/,,,Conflict & Security,Imperial / Urban,Politics & Patronage; Religion; Settlement & Demographics,Critical,High,v4
GENS-HIST-0556,513,515,AD 513–515,Eastern Renewal,Revolt of Vitalian,Civil War / Revolt,Roman / Balkan,Thrace and approaches to Constantinople,Vitalian's forces; Anastasius's government,Vitalian; Anastasius I,General Vitalian led repeated rebellions combining military grievances and religious opposition to Anastasius.,Army mutiny; religious faction support; capital panic; tax and recruitment pressure.,Security; politics; religion; military pay,4,range,research_addition,https://www.worldhistory.org/Anastasios_I/,,,Conflict & Security,Imperial / Urban,Politics & Patronage; Economy & Finance; Religion; Military & Security; Travel & Trade Routes,High,High,v2
GENS-HIST-0557,518,518,AD 518,Eastern Renewal,Justin I succeeds Anastasius,Imperial Succession,Roman / Greek East,Constantinople,Eastern imperial court; army,Justin I; Anastasius I,The elderly soldier Justin became emperor after Anastasius died without a direct heir.,Court patron turnover; military-faction prestige; religious-policy change.,Politics; offices; piety,4,exact,research_addition,https://www.cambridge.org/core/journals/studies-in-church-history/article/abs/eastern-attitudes-to-rome-during-the-acacian-schism/81F919C124B4EA9DB7366B9C79E6E063,,,Politics & Government,Imperial / Urban,Politics & Patronage; Legal & Court; Religion; Military & Security,High,High,v2
GENS-HIST-0558,519,519,AD 519,Eastern Renewal,Acacian Schism formally ends,Religion / Reconciliation,Christian / Roman,Constantinople and Rome,Eastern church; papacy; imperial government,Justin I; Pope Hormisdas,"Communion between Rome and Constantinople was restored under Justin I, ending the Acacian Schism.",Church reconciliation; restored clerical ties; doctrinal-policy shift.,Piety; diplomacy; legitimacy,4,exact,research_addition,https://www.cambridge.org/core/journals/studies-in-church-history/article/abs/eastern-attitudes-to-rome-during-the-acacian-schism/81F919C124B4EA9DB7366B9C79E6E063,,,Religion & Culture,Imperial / Urban,Religion,High,High,v2
GENS-HIST-0559,524,524,AD 524,Eastern Renewal,Boethius imprisoned and executed under Theodoric,Political Trial / Literature,Italian / Gothic,Pavia and Italy,Ostrogothic court; Roman senatorial elite,Boethius; Theodoric the Great,"The senator and philosopher Boethius fell from favor, was imprisoned on treason-related accusations, and was executed during Theodoric's later reign.",Senatorial patron arrested; household correspondence seized; property succession; court faction fear.,Politics; patronage; property; education,5,exact,research_addition,https://www.cambridge.org/core/journals/traditio/article/grief-grieving-and-loss-in-high-medieval-historical-thought/13B75AEE133C948401E31662578500EE,,Traditional chronology often places execution in 524 or 525; 524 is used as a practical event anchor.,Politics & Government,Regional,Politics & Patronage; Legal & Court; Construction & Estates; Culture & Education,Critical,Medium,v5
GENS-HIST-0560,524,525,c. AD 524–525,Eastern Renewal,Boethius writes the Consolation of Philosophy in prison,Philosophy / Literature,Italian / Roman,Pavia,Educated Roman elite,Boethius,"While imprisoned and awaiting death, Boethius composed the Consolation of Philosophy, blending classical philosophical dialogue with reflections on fortune, providence, and political disaster.",Prison manuscript circulates; educated household debates fortune and virtue; prestige text acquired.,Education; culture; morale; prestige,3,approximate_range,research_addition,https://www.cambridge.org/core/journals/traditio/article/grief-grieving-and-loss-in-high-medieval-historical-thought/13B75AEE133C948401E31662578500EE,,,Knowledge & Culture,Regional,Religion; Culture & Education,Medium,High,v5
GENS-HIST-0561,525,525,AD 525,Eastern Renewal,Dionysius Exiguus introduces Anno Domini reckoning in Easter tables,Knowledge / Chronology,Roman / Christian,Rome,Church scholars; clerical administrators,Dionysius Exiguus,"While extending Easter tables, Dionysius numbered years from the Incarnation rather than the Diocletian era, creating the Anno Domini system that later spread widely.",New dating convention appears in learned records; clerical manuscript commission; calendar debate.,Education; recordkeeping; religion; chronology,3,exact,research_addition,https://assets.cambridge.org/97805217/70958/sample/9780521770958wsc00.pdf,,,Knowledge & Culture,Imperial / Urban,Religion; Culture & Education,Medium,High,v3
GENS-HIST-0562,526,526,AD 526,Eastern Renewal,Great Antioch earthquake,Natural Disaster / Earthquake,Syrian / Levantine,Antioch,Urban population; imperial administration,Justin I,"A catastrophic earthquake and fires devastated Antioch, one of the great cities of the eastern empire.",Mass-casualty disaster; fire; relief mission; tax remission; reconstruction; inheritance shock.,Population; buildings; labor; taxes; trade,5,exact,research_addition,https://assets.cambridge.org/97811088/33998/excerpt/9781108833998_excerpt.pdf,,Ancient death totals are highly inflated/uncertain; treat severity as certain but casualty numbers cautiously.,Disaster & Public Health,Regional,Economy & Finance; Legal & Court; Settlement & Demographics; Construction & Estates; Culture & Education,Critical,High,v2
GENS-HIST-0563,526,526,AD 526,Eastern Renewal,Theodoric dies; Athalaric succeeds under Amalasuntha's regency,Dynastic Succession / Regency,Italian / Gothic,Ravenna and Italy,Ostrogothic kingdom; Roman Italian elites,Theodoric the Great; Athalaric; Amalasuntha,"Theodoric's young grandson inherited the Ostrogothic kingdom while Amalasuntha exercised regency, opening factional conflict over Roman versus Gothic elite culture.",Child ruler; regency; education policy dispute; court faction shifts.,Politics; dynasty; culture; patronage,4,exact,research_addition,https://www.cambridge.org/core/books/abs/cambridge-ancient-history/italy-after-theodoric/8AF2A556E7BA1093E04F750B7F3C41DC,,,Politics & Government,Regional,Politics & Patronage; Legal & Court; Religion; Culture & Education,High,Medium,v4
GENS-HIST-0564,527,527,AD 527,Eastern Renewal,Justinian becomes Eastern emperor,Imperial Succession,Roman / Greek East,Constantinople,Eastern Roman Empire,Justinian I; Justin I,"Justinian succeeded Justin I and began a reign of legal, military, religious, and building ambitions.",New imperial program; court patronage; tax expectations.,Politics; offices; taxes,5,exact,repo_authored,https://github.com/rdnovotni/gens/blob/main/docs/design/gens-events-historical-timeline-late-antiquity-content.md,,,Politics & Government,Imperial / Urban,Politics & Patronage; Economy & Finance; Legal & Court,Critical,High,repo
GENS-HIST-0565,529,529,AD 529,Eastern Renewal,First edition of the Codex Justinianus promulgated,Law / Codification,Roman / Greek East,Empire-wide,Imperial jurists; judges; advocates,Justinian I; Tribonian,"Justinian's first Code consolidated imperial constitutions into a single authoritative collection, replacing many scattered earlier legal sources.",Old legal book superseded; court requires new code; advocate pays for updated copy.,Courts; contracts; administration; education,5,exact,research_addition,https://www.cambridge.org/core/journals/journal-of-roman-studies/article/abs/roman-imperial-quaestor-from-constantine-to-theodosius-ii/C0C8CEC7D7B14408B693811680D3F02A,,,Law & Legal Status,Imperial,Politics & Patronage; Legal & Court; Culture & Education,Critical,High,v5
GENS-HIST-0566,529,529,AD 529,Eastern Renewal,Justinian restricts pagan philosophical teaching at Athens,Religion / Education,Hellenic / Christian,Athens,Imperial government; pagan philosophers,Justinian I,Imperial measures curtailed state-supported pagan philosophical institutions in Athens.,School closure; scholar migration; manuscript movement.,Education; piety; culture,3,exact,research_addition,https://82nd-and-fifth.metmuseum.org/toah/ht/05/eusb.html,,Often summarized as 'closure of the Academy'; exact institutional continuity is debated.,Religion & Culture,Local / Regional,Religion; Settlement & Demographics; Culture & Education,Medium,High,v1
GENS-HIST-0567,529,529,AD 529,Eastern Renewal,Samaritan revolt in Palestine,War / Religious Revolt,Palestinian / Samaritan,Palestine,Eastern Roman authorities; Samaritan communities,Julianus ben Sabar; Justinian I,A major Samaritan revolt broke out against Justinianic rule and was violently suppressed.,Religious rebellion; rural estate attacks; militia; confiscation; population displacement.,Security; piety; property; labor; population,4,exact,research_addition,https://www.worldhistory.org/Justinian_I/,,,Conflict & Security,Local / Regional,Legal & Court; Religion; Military & Security; Settlement & Demographics; Construction & Estates,High,High,v2
GENS-HIST-0568,529,534,AD 529–534,Eastern Renewal,Corpus Juris Civilis compiled,Law / Administration,Empire-wide,Eastern Roman Empire,Imperial jurists; courts,Justinian I; Tribonian,"Justinian's commissions reorganized and codified Roman law in the Code, Digest, Institutes, and later Novels.",Legal rule changes; court cases; property/inheritance updates.,Law; contracts; inheritance,5,range,repo_authored,https://github.com/rdnovotni/gens/blob/main/docs/design/gens-events-historical-timeline-late-antiquity-content.md,,,Politics & Government,Imperial,Politics & Patronage; Economy & Finance; Legal & Court; Construction & Estates,Critical,High,repo
GENS-HIST-0569,530,530,AD 530,Eastern Renewal,Battle of Dara,War / Battle,Roman / Sasanian,"Dara, Mesopotamia",Eastern Roman Empire; Sasanian Persia,Belisarius; Kavad I,A Roman army under Belisarius won an important defensive victory over a larger Sasanian force near the frontier fortress of Dara.,Frontier morale rises; prisoners; military contracts; temporary trade confidence.,Security; military prestige; trade,4,exact,research_addition,https://www.iranicaonline.org/articles/kavad-i-reign/,,,Conflict & Security,Regional,Economy & Finance; Military & Security,High,High,v3
GENS-HIST-0570,530,530,c. AD 530,Eastern Renewal,Benedict founds Monte Cassino and develops monastic rule,Religion / Institution,Italian / Christian,Monte Cassino,Monastic communities,Benedict of Nursia,Benedict's monastic model became highly influential in the Latin West.,Monastery foundation; land donation; literacy/charity events.,Piety; land; education; labor,3,approximate,research_addition,https://82nd-and-fifth.metmuseum.org/toah/ht/06/eust.html,,,Religion & Culture,Local / Regional,Religion; Settlement & Demographics; Construction & Estates; Culture & Education,Medium,Medium,v1
GENS-HIST-0571,531,531,AD 531,Eastern Renewal,Battle of Callinicum checks Belisarius on the Euphrates,War / Battle,Roman / Sasanian,Callinicum,Eastern Roman Empire; Sasanian Persia,Belisarius; Azarethes; Kavad I,"After the Roman victory at Dara, a Sasanian army fought Belisarius at Callinicum; the battle forced Roman withdrawal and shaped subsequent diplomacy.",Frontier defeat; army casualties; caravan disruption; commander investigation.,Security; trade; military prestige,4,exact,research_addition,https://www.iranicaonline.org/articles/kavad-i-reign/,,,Conflict & Security,Regional,Economy & Finance; Military & Security; Travel & Trade Routes,High,High,v4
GENS-HIST-0572,531,531,AD 531,Eastern Renewal,Justinian abolishes Junian Latin and deditician freed statuses,Law / Manumission Reform,Roman / Greek East,Empire-wide,Freed people; slaveowners; heirs,Justinian I,"Justinian abolished major intermediate freed statuses, including Junian Latinity, simplifying the legal consequences of manumission and removing older age/status disabilities.",Freed household member gains fuller citizenship status; inheritance rights change; old manumission restriction disappears.,Manumission; citizenship; inheritance; household status,5,exact,research_addition,https://www.cambridge.org/core/books/abs/roman-law-of-slavery/manumission-under-justinian/75CA452541EE5778C854C40C6950DA6A,,,Law & Legal Status,Imperial,Legal & Court,Critical,High,v5
GENS-HIST-0573,531,531,AD 531,Eastern Renewal,Justinian repeals the Lex Fufia Caninia's testamentary manumission limits,Law / Manumission Reform,Roman / Greek East,Empire-wide,Slaveowners; enslaved people; heirs,Justinian I,Justinian removed the Augustan quota that had limited the number of enslaved people an owner could free by will.,Testator can free larger group; heirs lose expected labor/property; mass testamentary manumission.,Manumission; inheritance; household labor,4,exact,research_addition,https://www.cambridge.org/core/books/abs/roman-law-of-slavery/manumission-under-justinian/75CA452541EE5778C854C40C6950DA6A,,,Law & Legal Status,Imperial,Legal & Court; Construction & Estates,High,High,v5
GENS-HIST-0574,531,531,AD 531,Eastern Renewal,Khosrow I succeeds Kavad I,Great Power Succession,Sasanian,Sasanian Persia,Sasanian court; Roman diplomacy,Khosrow I; Kavad I,Khosrow I became shah after Kavad's death and soon emerged as one of the most formidable Sasanian rulers.,Foreign ruler dossier changes; treaty recalculation; embassy and gift expectations.,Diplomacy; trade; security,5,exact,research_addition,https://www.iranicaonline.org/articles/kosrow-i/,,,Politics & Government,Imperial,Politics & Patronage; Economy & Finance; Military & Security,Critical,High,v3
GENS-HIST-0575,531,550,c. AD 531–550,Eastern Renewal,Khosrow I undertakes major Sasanian fiscal and military reforms,Administration / Fiscal Reform,Sasanian,Sasanian Persia,Sasanian state; landowners; taxpayers; army,Khosrow I,"Khosrow's reign reorganized taxation and military administration, strengthening the Sasanian state's ability to mobilize resources against Rome and other rivals.",Foreign-state capacity increase; revised customs/tax pressure; stronger frontier army; merchant diplomacy.,Diplomacy; taxes; trade; security,5,approximate_range,research_addition,https://www.iranicaonline.org/articles/kosrow/kosrow-i-ii-reforms/,,Treat as a multi-year institutional transformation rather than a single edict.,Politics & Government,Regional,Economy & Finance; Military & Security,Critical,High,v3
GENS-HIST-0576,532,532,AD 532,Eastern Renewal,Eternal Peace with Sasanian Persia,Diplomacy / Fiscal,Sasanian / Roman,Eastern frontier,Eastern Rome; Sasanian Persia,Justinian I; Khosrow I,A negotiated peace temporarily stabilized the eastern frontier in exchange for payments and settlements.,Tribute payment; demobilization; trade reopening.,Treasury; trade; security,3,exact,research_addition,https://82nd-and-fifth.metmuseum.org/toah/ht/05/wai.html,,,Economy & Trade,Regional,Economy & Finance; Military & Security,Medium,High,v1
GENS-HIST-0577,532,532,AD 532,Eastern Renewal,Nika riots,Urban Revolt / Politics,Greek East,Constantinople,Blues; Greens; imperial government,Justinian I; Theodora; Belisarius; Narses,Factional riots became a massive uprising that burned large areas of Constantinople before violent suppression.,Urban unrest; faction choice; fire damage; rebuilding contracts.,Housing; public order; prestige; labor,5,exact,repo_authored,https://github.com/rdnovotni/gens/blob/main/docs/design/gens-events-historical-timeline-late-antiquity-content.md,https://en.wikisource.org/wiki/Page%3AEncyclop%C3%A6dia_Britannica%2C_Ninth_Edition%2C_v._5.djvu/738,,Conflict & Security,Imperial / Urban,Politics & Patronage; Economy & Finance; Settlement & Demographics; Construction & Estates,Critical,High,repo
GENS-HIST-0578,532,537,AD 532–537,Eastern Renewal,Hagia Sophia constructed,Infrastructure / Religion,Greek East,Constantinople,Imperial government; Christian church; builders,Justinian I; Anthemius of Tralles; Isidore of Miletus,The current Hagia Sophia rose rapidly after the Nika destruction.,Massive construction demand; religious prestige; artisan events.,Labor; materials; piety; prestige,4,range,repo_authored,https://github.com/rdnovotni/gens/blob/main/docs/design/gens-events-historical-timeline-late-antiquity-content.md,,,Religion & Culture,Imperial / Urban,Religion; Construction & Estates; Culture & Education,High,High,repo
GENS-HIST-0579,533,533,16 December AD 533,Eastern Renewal,Digest of Justinian comes into force,Law / Codification,Roman / Greek East,Empire-wide,Judges; advocates; legal schools,Justinian I; Tribonian,The fifty-book Digest selected and harmonized excerpts from centuries of Roman juristic writing and gave the compilation force of law.,Old jurist quotation replaced by authorized Digest text; complex property case gains new reference; legal school curriculum changes.,Courts; education; property; contracts,5,exact,research_addition,https://www.cambridge.org/core/elements/byzantine-law/A59990CF659483C1AE246EA1A83ED00A,,,Law & Legal Status,Imperial,Politics & Patronage; Legal & Court; Construction & Estates; Culture & Education,Critical,High,v5
GENS-HIST-0580,533,533,AD 533,Eastern Renewal,Institutes of Justinian issued as both textbook and law,Law / Legal Education,Roman / Greek East,"Constantinople, Beirut and empire-wide schools",Law students; teachers; judges,Justinian I; Tribonian,"The Institutes provided a beginner's systematic guide to law while itself carrying legal force, reshaping formal legal education.",Heir enrolls in law school; new textbook required; novice advocate gains standardized training.,Education; courts; prestige; administration,4,exact,research_addition,https://www.cambridge.org/core/elements/byzantine-law/A59990CF659483C1AE246EA1A83ED00A,,,Law & Legal Status,Imperial,Politics & Patronage; Legal & Court; Culture & Education,High,High,v5
GENS-HIST-0581,533,534,AD 533–534,Eastern Renewal,Vandalic War reconquers North Africa,War / Reconquest,North African / Roman / Vandal,North Africa,Eastern Roman Empire; Vandal kingdom,Belisarius; Gelimer; Justinian I,Belisarius defeated the Vandal kingdom and restored imperial rule in North Africa.,Regime restoration; confiscation/restitution; veteran garrisons.,Politics; land; trade; taxes,5,range,repo_authored,https://github.com/rdnovotni/gens/blob/main/docs/design/gens-events-historical-timeline-late-antiquity-content.md,https://en.wikisource.org/wiki/Page%3AEncyclop%C3%A6dia_Britannica%2C_Ninth_Edition%2C_v._5.djvu/738,,Conflict & Security,Regional,Politics & Patronage; Economy & Finance; Legal & Court; Military & Security; Settlement & Demographics; Construction & Estates,Critical,High,repo
GENS-HIST-0582,534,534,AD 534,Eastern Renewal,Revised Codex Justinianus replaces the first edition,Law / Codification,Roman / Greek East,Empire-wide,Judges; advocates; imperial administration,Justinian I; Tribonian,A revised second edition of Justinian's Code incorporated new legislation and replaced the 529 version as the operative collection of imperial constitutions.,Recent lawbook becomes obsolete; scribe copies revised code; court deadline to update references.,Courts; administration; education; commerce,4,exact,research_addition,https://www.cambridge.org/core/journals/journal-of-roman-studies/article/abs/roman-imperial-quaestor-from-constantine-to-theodosius-ii/C0C8CEC7D7B14408B693811680D3F02A,,,Law & Legal Status,Imperial,Politics & Patronage; Economy & Finance; Legal & Court; Culture & Education,High,High,v5
GENS-HIST-0583,534,534,AD 534,Eastern Renewal,Vandal kingdom abolished and Roman African administration restored,Administration / Reconquest,North African / Roman,Carthage and North Africa,Eastern Roman administration; former Vandal elites; African landowners,Justinian I; Belisarius,"After Gelimer's surrender, Justinian reorganized recovered North Africa under Roman civil and military government.",Old title restored or disputed; Vandal land redistribution; tax survey; new garrison.,Property; taxes; politics; security,5,exact,research_addition,https://www.worldhistory.org/timeline/Justinian_I/,,,Politics & Government,Regional,Politics & Patronage; Economy & Finance; Legal & Court; Military & Security; Settlement & Demographics; Construction & Estates,Critical,High,v4
GENS-HIST-0584,535,535,AD 535,Eastern Renewal,Byzantine reconquest of Sicily begins,War / Reconquest,Sicilian / Roman / Gothic,Sicily,Eastern Roman Empire; Ostrogoths,Belisarius,Sicily became the opening theater of Justinian's Italian reconquest.,Garrison change; grain/logistics hub; confiscation.,Trade; security; politics,4,exact,research_addition,https://82nd-and-fifth.metmuseum.org/toah/ht/06/eust.html,,,Conflict & Security,Regional,Politics & Patronage; Economy & Finance; Legal & Court; Military & Security,High,High,v1
GENS-HIST-0585,535,554,AD 535–554,Eastern Renewal,Gothic War in Italy,War / Reconquest,Italian / Gothic,Italy,Eastern Roman Empire; Ostrogothic kingdom,Belisarius; Narses; Totila; Vitiges; Justinian I,A long war destroyed Ostrogothic rule but devastated much of Italy.,Sieges; famine; depopulation; repeated regime change.,Population; property; trade; security,5,range,repo_authored,https://github.com/rdnovotni/gens/blob/main/docs/design/gens-events-historical-timeline-late-antiquity-content.md,https://en.wikisource.org/wiki/Page%3AEncyclop%C3%A6dia_Britannica%2C_Ninth_Edition%2C_v._5.djvu/738,,Conflict & Security,Regional,Economy & Finance; Legal & Court; Military & Security; Settlement & Demographics; Construction & Estates,Critical,High,repo
GENS-HIST-0586,536,536,December AD 536,Eastern Renewal,Belisarius enters Rome,War / Regime Change,Italian / Gothic / Roman,Rome,Eastern Roman army; Ostrogothic kingdom; Roman civilians,Belisarius; Witiges,"Imperial forces took Rome from the Ostrogoths, turning the city into the central prize of the Gothic War.",Regime flag changes; garrison arrives; food stockpile; elite loyalty decision.,Security; politics; food; property,5,exact,research_addition,https://en.wikisource.org/wiki/Page%3AEncyclop%C3%A6dia_Britannica%2C_Ninth_Edition%2C_v._5.djvu/738,,,Conflict & Security,Imperial / Urban,Politics & Patronage; Economy & Finance; Legal & Court; Military & Security; Construction & Estates,Critical,High,v4
GENS-HIST-0587,536,537,AD 536–537,Eastern Renewal,Atmospheric dust veil and abrupt climatic cooling,Climate / Food Security,Empire-wide,Mediterranean and wider Northern Hemisphere,Agricultural communities; urban consumers,,Contemporary observers described dramatically dimmed sunlight beginning in AD 536; modern proxy evidence links the event to major volcanic forcing and severe short-term cooling.,Poor harvest; food-price spike; famine relief; reduced estate yields; religious omen reactions.,Agriculture; food prices; health; taxation; unrest,5,range,research_addition,https://www.nature.com/articles/s41598-018-19760-w,https://www.nature.com/articles/ngeo2652,Avoid attributing every sixth-century crisis directly to climate; model it as a strong external stressor.,Disaster & Public Health,Imperial,Economy & Finance; Religion; Military & Security; Disease & Public Health; Culture & Education,Critical,High,v2
GENS-HIST-0588,537,538,AD 537–538,Eastern Renewal,First Gothic siege of Rome,War / Siege,Italian / Gothic,Rome,Eastern Roman defenders; Ostrogoths,Belisarius; Vitiges,Ostrogoths besieged Byzantine-held Rome for about a year.,Food shortage; aqueduct disruption; wall defense; disease.,Food; water; security; population,5,range,research_addition,https://en.wikisource.org/wiki/Page%3AEncyclop%C3%A6dia_Britannica%2C_Ninth_Edition%2C_v._5.djvu/738,,,Conflict & Security,Imperial / Urban,Military & Security; Disease & Public Health; Settlement & Demographics,Critical,High,v1
GENS-HIST-0589,540,540,AD 540,Eastern Renewal,Belisarius captures Ravenna,War / Capital Capture,Italian / Gothic,Ravenna,Eastern Roman Empire; Ostrogoths,Belisarius; Vitiges,"Ravenna fell to imperial forces, temporarily appearing to end the Gothic War.",Regime change; court assets seized; administrative restoration.,Politics; property; security,4,exact,research_addition,https://en.wikisource.org/wiki/Page%3AEncyclop%C3%A6dia_Britannica%2C_Ninth_Edition%2C_v._5.djvu/738,,,Conflict & Security,Regional,Politics & Patronage; Legal & Court; Military & Security; Construction & Estates,High,High,v1
GENS-HIST-0590,540,540,AD 540,Eastern Renewal,Khosrow I sacks Antioch,War / Sack,Sasanian / Syrian,Antioch,Sasanian Persia; Eastern Roman Empire,Khosrow I; Justinian I,Sasanian forces captured and plundered Antioch during renewed war.,Mass captivity; rebuilding; frontier panic.,Population; trade; security,5,exact,research_addition,https://en.wikisource.org/wiki/Page%3AEncyclop%C3%A6dia_Britannica%2C_Ninth_Edition%2C_v._5.djvu/738,,,Conflict & Security,Regional,Economy & Finance; Military & Security; Settlement & Demographics; Construction & Estates,Critical,High,v1
GENS-HIST-0591,541,541,AD 541,Eastern Renewal,Plague of Justinian begins,Epidemic,Empire-wide,Mediterranean / Empire-wide,Eastern Roman population,Justinian I,The first pandemic wave traditionally called the Plague of Justinian began and spread through the empire.,Mortality; labor shortage; inheritance; tax shortfall; burial crisis.,Health; population; wages; taxes,5,exact,repo_authored,https://github.com/rdnovotni/gens/blob/main/docs/design/gens-events-historical-timeline-late-antiquity-content.md,,,Disaster & Public Health,Imperial,Economy & Finance; Legal & Court; Disease & Public Health; Settlement & Demographics; Construction & Estates,Critical,High,repo
GENS-HIST-0592,541,541,AD 541,Eastern Renewal,Totila becomes king of the Ostrogoths,Great Power Succession / War Leadership,Italian / Gothic,Northern Italy,Ostrogothic kingdom; Eastern Roman forces,Totila,"After rapid Gothic leadership changes, Totila became king and revived Ostrogothic resistance against Justinian's armies.",Enemy leader competence rises; local taxes/recruitment shift; Italian allegiance pressure.,Security; politics; taxation,4,exact,research_addition,https://en.wikisource.org/wiki/Page%3AEncyclop%C3%A6dia_Britannica%2C_Ninth_Edition%2C_v._5.djvu/738,,,Conflict & Security,Imperial,Politics & Patronage; Economy & Finance; Military & Security,High,High,v4
